Name,SpotifyID,Profile Image,MBID
The War On Drugs,6g0mn3tzAds6aVeUYRsryU,https://i.scdn.co/image/ab6761610000e5eb03ef469bbf290d048e6c521d,87b9b3b8-ab93-426c-a200-4012d667a626
The Beatles,3WrFJ7ztbogyGnTHbHJFl2,https://i.scdn.co/image/ab6761610000e5ebe9348cc01ff5d55971b22433,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d
Charley Crockett,3BJX1nYizKvWpZTY5HOAr4,https://i.scdn.co/image/ab6761610000e5eb25d49dc188312efe6b566dac,cf391be8-a609-4fcf-8de1-0eff6b639ae5
Khruangbin,2mVVjNmdjXZZDvhgQWiakk,https://i.scdn.co/image/ab6761610000e5eba63dfeecf7c8d2acf3eeee6b,aea4c9b9-9f8d-49dc-b2ca-57d6f26e8634
Rose City Band,4TysFpMssaAsBomBur7jpK,https://i.scdn.co/image/ab6761610000e5eb981144b3c9dc206c9da15e9c,5c0fd749-09f8-4ece-b489-364fa10fe202
Cut Worms,2upjmNmngAXZcra9dQRR2l,https://i.scdn.co/image/ab6761610000e5eb38cafd24aa1773cb65362a4e,c3552e38-d7a7-4dd8-a0a2-c5cdb63a1e8f
John Mayer,0hEurMDQu99nJRq8pTxO14,https://i.scdn.co/image/ab6761610000e5ebe926dd683e1700a6d65bd835,144ef525-85e9-40c3-8335-02c32d0861f3
Kanye West,5K4W6rqBFWDnAN6FQUkS6x,https://i.scdn.co/image/ab6761610000e5eb6e835a500e791bf9c27a422a,164f0d73-1234-4e2c-8743-d77bf2191051
Allman Brothers Band,4wQ3PyMz3WwJGI5uEqHUVR,https://i.scdn.co/image/ab6772690000c46c08f5d15585b77b0cb059717b,72359492-22be-4ed9-aaa0-efa434fb2b01
Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,https://i.scdn.co/image/ab6761610000e5eb31f6ab67e6025de876475814,06fb1c8b-566e-4cb2-985b-b467c90781d4
Wooden Shjips,35rFgnhlSSYflP4HpC3JM0,https://i.scdn.co/image/ab6761610000e5eb2d7296444854ff49f5b2e78b,3754dc74-381e-4237-bd44-65f5600a4d88
Patsy Cline,7dNsHhGeGU5MV01r06O8gK,https://i.scdn.co/image/c8eb3a2d38f77a5f9e752036dec6c21f307fbfe2,ad82dd72-0df3-4a09-8d7a-1af9c9e80522
Delicate Steve,1bNgeTuV3MlkAq64Ybvcq5,https://i.scdn.co/image/ab6761610000e5eb877d61e0b371db8a72f9533e,Not Found
Black Market Karma,1lbkSAoynPSO7OQOFSOdon,https://i.scdn.co/image/ab6761610000e5eb93b85b7301bab8a9d61504f1,de86014b-f68b-4be0-b568-3069995e7327
Steely Dan,6P7H3ai06vU1sGvdpBwDmE,https://i.scdn.co/image/9d01e4e9aac39b891d684d3d1a5b3a451d7c72bd,e01c3376-15fa-40d7-b747-5f219bdefdd7
Beach House,56ZTgzPBDge0OvCGgMO3OY,https://i.scdn.co/image/ab6761610000e5ebb3e38a46a56a423d8f741c09,d5cc67b8-1cc4-453b-96e8-44487acdebea
Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,https://i.scdn.co/image/ab6761610000e5ebc33cc15260b767ddec982ce8,8bfac288-ccc5-448d-9573-c33ea2aa5c30
Boogarins,0ohvsn0lgt51qZUbu9ct4s,https://i.scdn.co/image/ab6761610000e5eba6a25f56b5156128ae95a47e,46713d05-4143-4704-a9c3-71b482a13944
Eagles,0ECwFtbIWEVNwjlrfc6xoL,https://i.scdn.co/image/ab6761610000e5eb0767e116a2307495e37cd7fb,f46bd570-5768-462e-b84c-c7c993bbf47e
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,https://i.scdn.co/image/ab6761610000e5ebc8752dd511cda8c31e9daee8,bd13909f-1c29-4c27-a874-d4aaf27c5b1a
bdrmm,4Cx5LnF4WNJIn9SSqyeq9C,https://i.scdn.co/image/ab6761610000e5ebf488b872121d7d1f32ed294b,0892e729-9af9-4746-8534-73cd0586347a
Stevie Wonder,7guDJrEfX3qb6FEbdPA5qi,https://i.scdn.co/image/c59faacbed7aa770266bad048660810eca204108,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e
Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa,83d91898-7763-47d7-b03b-b92132375c47
Dire Straits,0WwSkZ7LtFUFjGjMZBMt6T,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393,614e3804-7d34-41ba-857f-811bad7c2b7a
Paul McCartney,4STHEaNw4mPZ2tzheohgXB,https://i.scdn.co/image/ab6761610000e5eb03bf2fe26e397122faa3d323,ba550d0e-adac-4864-b88b-407cab5e76af
Ofege,05LK9pT8ScfWNT0UbDsyqe,https://i.scdn.co/image/ab67616d0000b273744e90b638204b120a4b6b31,52484336-bfdc-477f-91fd-93f854aa9df6
Gene Clark,040Bv6cZTRh30LyyYVXgJX,https://i.scdn.co/image/28c13674fb1b67c41ce648ce04868075d2377274,2b6f3780-6fb6-42c2-95bb-5e080772e38c
Abdallah Oumbadougou,29uudPDBxe9VchRED2cfD6,https://i.scdn.co/image/ab6761610000e5ebf6830a1590a88a65dab72972,Not Found
Causa Sui,1TAcaMoUlvLpTUzh18TzDY,https://i.scdn.co/image/ab6761610000e5eb142bf21519cf5aaccf68331f,b72a8045-be73-4cf8-a89d-f2a5cc55ee11
Genesis,3CkvROUTQ6nRi9yQOcsB50,https://i.scdn.co/image/ab6761610000e5eba6a5c327ebbc1131effef2e0,8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e
Clarence Carter,7lffJlv0nRl0sIsHDmo0SB,https://i.scdn.co/image/d9726c3e0ae6d3b5c55116ae1e857eda058ff309,d24bd0d5-0bfe-43ca-9ddd-d731abda89d7
Orions Belte,3Kzo2BzQIPQW0397gx9rRp,https://i.scdn.co/image/ab6761610000e5eb8ff1a17c0b5203618ebf9863,61199372-d2ff-4111-aa75-8b30a25d67e7
Josh Turner,7vCtweS8UVAXTyau2j0rDT,https://i.scdn.co/image/ab6761610000e5eb94a3a9f82647f8bb112d9e01,Not Found
Tedeschi Trucks Band,2gFsmDBM0hkoZPmrO5EdyO,https://i.scdn.co/image/ab6761610000e5ebb64fd7661725685a2dc587ec,Not Found
MF DOOM,2pAWfrd7WFF3XhVt9GooDL,https://i.scdn.co/image/ab6761610000e5eb6c8167ef48a872b6f190078f,188711ed-c99b-439c-844a-ca831f63a727
Nas,20qISvAhX20dpIbOOzGK3q,https://i.scdn.co/image/ab6761610000e5eb153198caeef9e3bda92f9285,cfbc0924-0035-4d6c-8197-f024653af823
Kurt Vile,5gspAQIAH8nJUrMYgXjCJ2,https://i.scdn.co/image/ab6761610000e5eb887166f654d7d277ec55aec0,e07a111e-4e8a-4651-a849-01ac60551ab2
Daniel Romano,2kTXvMOmrHVjVewErG5kHD,https://i.scdn.co/image/ab6761610000e5ebf0c96c1696bff27beb8929ae,4c368da6-e355-42e6-93d3-830b7e080d82
The Allman Betts Band,7bVESn103RkOzPhvjpuQTT,https://i.scdn.co/image/ab6761610000e5ebd4ad704184fd7de47ce2dd1a,1dac1e7d-1eab-4e0c-8545-d027e0088cc2
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,https://i.scdn.co/image/ab6761610000e5eb043caa3b5d1ec3aada9f7a6c,e2305342-0bde-4a2c-aed0-4b88694834de
Gang Starr,5cMgGlA1xGyeAB2ctYlRdZ,https://i.scdn.co/image/ab6761610000e5eb85ee94998a936ef47231db39,9ef8042a-2528-4f5c-b7c1-5e72b1efe170
Boston,29kkCKKGXheHuoO829FxWK,https://i.scdn.co/image/051ffa17a5832586c6e0f8ee8a705ad15114e9c0,0d8b0d50-e4cf-4da4-965d-f24c58ec3268
Roadkill Ghost Choir,1oAydpuJQRf27egyjg5mu9,https://i.scdn.co/image/ab6761610000e5eb9919a31d0ac488e3e0d78f87,Not Found
Common,2GHclqNVjqGuiE5mA7BEoc,https://i.scdn.co/image/ab6761610000e5eb6354c88f58d8a99b91e0d965,c0a1179b-b14a-4d68-a3c1-1fdab16ed602
Creedence Clearwater Revival,3IYUhFvPQItj6xySrBmZkd,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506,109958eb-a335-4c5e-907e-597ff4c6af46
Led Zeppelin,36QJpDe2go2KgaRleHCDTp,https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e,678d88b2-87b0-403b-b63d-5da7465aecc3
"Crosby, Stills & Nash",2pdvghEHZJtgSXZ7cvNLou,https://i.scdn.co/image/b9c086901cca94cab20e8fcdc35bd79c7b39526a,cfafad90-b736-4c74-8ded-f3f4d7b2c792
Fats Domino,09C0xjtosNAIXP36wTnWxd,https://i.scdn.co/image/ab6761610000e5eb5305958de2ad389172f3cd78,e787de5d-49e2-4b1f-9bde-1fd3a671b971
Pusha T,0ONHkAv9pCAFxb0zJwDNTy,https://i.scdn.co/image/ab6761610000e5ebc5b88a3924d8318f25f20594,14ecd19f-7121-4192-8549-e5056241a42f
El Michels Affair,0cLrgpG3pW4MX4nD8h6qCc,https://i.scdn.co/image/ab6761610000e5eb6ca476b9b61c6a4c3574af1b,dbf0a5c5-3665-4495-b13b-99438a6a0900
Jackson Browne,5lkiCO9UQ8B23dZ1o0UV4m,https://i.scdn.co/image/ab6761610000e5ebef4b0122d50775167339c7c2,88527d26-7496-47c5-8358-ebdb1868a90f
Grateful Dead,4TMHGUX5WI7OOm53PqSDAT,https://i.scdn.co/image/bba340d0c2aa4c9cbcbab0a4c3259d8f8e27f0d7,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6
White Denim,0RdRumkn2UydUjqytNJ2Cp,https://i.scdn.co/image/ab6761610000e5eb095e07a4da3a01ece0f1f08e,42e49814-6058-431c-80e2-a3aab424060d
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,https://i.scdn.co/image/ab6761610000e5eb876f7ad601fe9a02247b9fb9,a35237a0-4f47-40a6-b6f3-1e786db23402
Sam Cooke,6hnWRPzGGKiapVX1UCdEAC,https://i.scdn.co/image/ab6761610000e5eb41aaa3a05d2ddba59454273e,6c8fd0be-d961-454c-aee0-4366a6dbc993
Queen,1dfeR4HaWDbWqFHLkxsg1d,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982,0383dadf-2a4e-4d10-a46a-e9e041da8eb3
Tycho,5oOhM2DFWab8XhSdQiITry,https://i.scdn.co/image/ab6761610000e5eb86e6efcd925f506fbc7620cb,cbef45a9-7acb-4325-94c9-70081ac8d1b8
John Lennon,4x1nvY2FN8jxqAFA0DA02H,https://i.scdn.co/image/ab6761610000e5ebba4ddda6af00a6927a4f307c,4d5447d7-c61c-4120-ba1b-d7f471d385b9
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,https://i.scdn.co/image/ab6761610000e5eb4870cd833ebe1092601820c3,5182c1d9-c7d2-4dad-afa0-ccfeada921a8
Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c,01809552-4f87-45b0-afff-2c6f0730a3be
Israel Nash,5skM4jc4QoEpHiWWl6OoW7,https://i.scdn.co/image/ab6761610000e5ebe91d7a64fdb33fad4ff66a66,Not Found
Misha Panfilov,2mLgv6MF6Te16Qv6VOqx5p,https://i.scdn.co/image/ab6761610000e5eb0f83facff300a5e713f3e8c2,Not Found
Alvvays,3kzwYV3OCB010YfXMF0Avt,https://i.scdn.co/image/ab6761610000e5eba24052fe3c780cb8ca6e69c6,99450990-b24e-4132-bb68-235f8c3e2564
Sea Level,3VqsPf2lM6ulJ5fjCJquyP,https://i.scdn.co/image/76ac8ca8524c4b5e4ac4a6dd4137eac2e8f2b394,Not Found
Super Simple Songs,7CdGfkCRgPhElnqy3HPJ4a,https://i.scdn.co/image/ab6761610000e5eb47e877323b9ed3e02aad1499,a642d9a4-f33e-4d6c-8e11-54a4bbf0f647
The Jam,2P560DaOMNDUACoH8ZhOCR,https://i.scdn.co/image/ee4cebe3c187f4f18502fd99b69e316c1caa2254,23228f18-01d5-493e-94ce-cfcde82a8db2
Arc De Soleil,2iLMJdaqsQ44X7MPRD7rR5,https://i.scdn.co/image/ab6761610000e5ebd9212ee58e2519f7b4f28104,140bd83c-475b-4eb3-bf82-27ff4dc92abc
Jeff Beck,0AD4odMWVQ2wUSlgxOB5Rl,https://i.scdn.co/image/c54d3e62fa857b691de4e391b3cca35234462761,14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17
M83,63MQldklfxkjYDoUE4Tppz,https://i.scdn.co/image/ab6761610000e5ebfdb74f864a7a2cca6014a8a6,6d7b7cd4-254b-4c25-83f6-dd20f98ceacd
Joey Landreth,1n5S81eeVtaFs2vvo7p234,https://i.scdn.co/image/ab6761610000e5eb49c20e486c5a16bd5ef43607,4554bcbe-3ca8-4c7f-b5ec-ad2b50694b41
The Notorious B.I.G.,5me0Irg2ANcsgc93uaYrpb,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,d5d97b2b-b83b-4976-814a-056d9076c8c3
Luther Vandross,19y5MFBH7gohEdGwKM7QsP,https://i.scdn.co/image/ab6761610000e5ebc609e4ef97e896a2b32b1473,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe
Thin Lizzy,6biWAmrHyiMkX49LkycGqQ,https://i.scdn.co/image/cbebfb93be8c2ac47ef6b8a2186d11b3298abe49,6a726ac6-019e-455c-8bbb-571a77bed52e
The Brian Jonestown Massacre,30uiS1n3uIGXJEYFR1GVDy,https://i.scdn.co/image/ab6761610000e5eb33220055dac8da23644c86c7,381e8434-109a-439c-8acc-5d328359f2e0
Yes,7AC976RDJzL2asmZuz7qil,https://i.scdn.co/image/ab6761610000e5eb59869e454c43c15971b3f480,c1d4f2ba-cf39-460c-9528-6b827d3417a1
Japanese Breakfast,7MoIc5s9KXolCBH1fy9kkw,https://i.scdn.co/image/ab6761610000e5eb3a3fed0c7aa2276bedccc7fe,8c529495-91f5-4e2f-b71b-adcb66878d04
Nick Shoulders,4Vydw38lzh6aKIGqzZdwRS,https://i.scdn.co/image/ab6761610000e5ebbbc028d57af236ec0845bff8,8b1536e8-860e-41d0-90b1-8a067c9c326b
Hank Williams,1FClsNYBUoNFtGgzeG74dW,https://i.scdn.co/image/5fc12e434b15c08796c7156b2f630df84345b9cd,Not Found
George Jackson,5PmB2ZWfKuqLb60qZdi4ys,https://i.scdn.co/image/84c17d4bb6a6e445ab2b1a45d51437255aca4ba9,Not Found
Explosions In The Sky,1uQWmt1OhuHGRKmZ2ZcL6p,https://i.scdn.co/image/ab6761610000e5ebd7b6e86a1d003f907c6f4b7d,4236acde-2ce2-441c-a3d4-38d55f1b5474
Chris Stapleton,4YLtscXsxbVgi031ovDDdh,https://i.scdn.co/image/ab6761610000e5eba0c87c8f329b436eac8b9784,71d58182-aa37-4c04-b21a-efe46ea0f221
Van Morrison,44NX2ffIYHr6D4n7RaZF7A,https://i.scdn.co/image/ab6761610000e5eb5885f6c2d3ecf8e08bdfa472,a41ac10f-0a56-4672-9161-b83f9b223559
Jurassic 5,6wFId9Jhuf9AKVzWboOj2B,https://i.scdn.co/image/ab6761610000e5eb2b867caebf8d276cfed1a62d,11c6b106-1c1f-429d-8407-b1ee155d7f72
Covet,46iJ1VD4HKFnqjISGqlZkV,https://i.scdn.co/image/ab6761610000e5ebc4c5c21a599dc62c41a73f65,20b144e3-dd0e-4359-ae0c-0af7188c443b
AC/DC,711MCceyCBcFnzjGY4Q7Un,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,66c662b6-6e2f-4930-8610-912e24c63ed1
"Bobby ""Blue"" Bland",48nwxUvPJZkm8uPa7xMzmj,https://i.scdn.co/image/7a3cfae4df22dcd8b4cce106108d5171761095ba,66ebc271-6a26-4fe7-848b-f217da119d92
Study Fruits Music,2oZnFaS18A2HxgEQCRtdaA,https://i.scdn.co/image/ab6761610000e5eb93928ee509230446e606971c,Not Found
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,https://i.scdn.co/image/ab6772690000c46ca60e8f215103f6841d8a83f0,618b6900-0618-4f1e-b835-bccb17f84294
Nathaniel Rateliff & The Night Sweats,02seUFsFQP7TH4hLrTj77o,https://i.scdn.co/image/ab6761610000e5eb2c539b323a31bd5fbaaa5834,52a4de43-92f5-4995-9a71-07d67dd35b7d
Mdou Moctar,48dgx7iGqLQ3E5KO3pzd94,https://i.scdn.co/image/ab6761610000e5ebc2e5a82d8ce030fc226aa1ab,d85defaf-b82e-48be-beb5-2672099e392e
The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,https://i.scdn.co/image/ab6761610000e5ebe4cea917b68726aadb4854b8,b071f9fa-14b0-4217-8e97-eb41da73f598
Lofi Fruits Music,1dABGukgZ8XKKOdd2rVSHM,https://i.scdn.co/image/ab6761610000e5eba54adba5045ec1bf457a9666,5cf751ad-ce64-447f-877b-cf467a594607
"Crosby, Stills, Nash & Young",1CYsQCypByMVgnv17qsSbQ,https://i.scdn.co/image/ab6761610000e5eb4e5018dad07ee004f171d7d3,46a782ea-4308-476b-abd1-a91b197f3037
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL,https://i.scdn.co/image/ab6761610000e5eb187017724e58e78ee1f5a8e4,4b585938-f271-45e2-b19a-91c634b5e396
St. Paul & The Broken Bones,4fXkvh05wFhuH77MfD4m9o,https://i.scdn.co/image/ab6761610000e5ebd49161e02b909acfefc728ac,4486702e-7b26-43fd-babc-c0df7be0e1d9
B.B. King,5xLSa7l4IV1gsQfhAMvl0U,https://i.scdn.co/image/ffb3ff26238fe635a230bb0feb59dd0a5b209b6f,dcb03ce3-67a5-4eb3-b2d1-2a12d93a38f3
Color Green,42Aj8msFQ4idllOK09Jj8Z,https://i.scdn.co/image/ab6761610000e5eb0ced6a281fea6af32c2385bb,1951caa6-cb19-4492-8abb-c4e138ac1e98
Kikagaku Moyo,0hrb5WRiNlj8vh3WnCgXFq,https://i.scdn.co/image/ab6761610000e5eb952b074c07607f6b8afc3f93,3a605eba-b6a1-4298-855d-b3033df0bf8b
Gov't Mule,5zoKOcTDI9EMOhGNaxL708,https://i.scdn.co/image/ab6761610000e5eb131b3ae435add1b3c115f5ed,f8796712-19fd-49ca-9cc7-99c30215b3cd
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,https://i.scdn.co/image/ab6761610000e5eb1d4e4e7e3c5d8fa494fc5f10,51c76d97-0635-433c-b26d-66beb81657f8
